24	568
50	0	0	16	16
50	16	0	32	16
50	32	0	48	16
50	48	0	64	16
50	64	0	80	16
50	80	0	96	16
50	112	0	128	16
50	128	0	144	16
50	144	0	160	16
50	176	0	192	16
50	192	0	208	16
50	208	0	224	16
50	240	0	256	16
50	256	0	272	16
50	272	0	288	16
50	288	0	304	16
50	304	0	320	16
50	320	0	336	16
50	336	0	352	16
50	352	0	368	16
50	432	0	448	16
50	448	0	464	16
50	464	0	480	16
50	480	0	496	16
50	496	0	512	16
50	512	0	528	16
50	528	0	544	16
50	544	0	560	16
50	560	0	576	16
50	576	0	592	16
50	592	0	608	16
50	608	0	624	16
50	624	0	640	16
50	640	0	656	16
50	656	0	672	16
50	672	0	688	16
50	688	0	704	16
50	704	0	720	16
50	720	0	736	16
50	736	0	752	16
50	752	0	768	16
50	768	0	784	16
50	784	0	800	16
50	0	576	16	592
50	16	576	32	592
50	32	576	48	592
50	48	576	64	592
50	64	576	80	592
50	80	576	96	592
50	96	576	112	592
50	112	576	128	592
50	128	576	144	592
50	144	576	160	592
50	160	576	176	592
50	176	576	192	592
50	192	576	208	592
50	208	576	224	592
50	224	576	240	592
50	240	576	256	592
50	256	576	272	592
50	272	576	288	592
50	288	576	304	592
50	304	576	320	592
50	320	576	336	592
50	336	576	352	592
50	352	576	368	592
50	432	576	448	592
50	448	576	464	592
50	464	576	480	592
50	480	576	496	592
50	496	576	512	592
50	512	576	528	592
50	528	576	544	592
50	544	576	560	592
50	560	576	576	592
50	576	576	592	592
50	592	576	608	592
50	608	576	624	592
50	624	576	640	592
50	640	576	656	592
50	656	576	672	592
50	672	576	688	592
50	688	576	704	592
50	704	576	720	592
50	720	576	736	592
50	736	576	752	592
50	752	576	768	592
50	768	576	784	592
50	784	576	800	592
50	0	0	16	16
50	0	16	16	32
50	0	32	16	48
50	0	48	16	64
50	0	64	16	80
50	0	80	16	96
50	0	112	16	128
50	0	128	16	144
50	0	144	16	160
50	0	160	16	176
50	0	176	16	192
50	0	192	16	208
50	0	208	16	224
50	0	224	16	240
50	0	240	16	256
50	0	256	16	272
50	0	272	16	288
50	0	288	16	304
50	0	304	16	320
50	0	320	16	336
50	0	336	16	352
50	0	352	16	368
50	0	368	16	384
50	0	384	16	400
50	0	400	16	416
50	0	416	16	432
50	0	432	16	448
50	0	448	16	464
50	0	464	16	480
50	0	480	16	496
50	0	496	16	512
50	784	0	800	16
50	784	16	800	32
50	784	32	800	48
50	784	48	800	64
50	784	64	800	80
50	784	80	800	96
50	784	96	800	112
50	784	112	800	128
50	784	128	800	144
50	784	144	800	160
50	784	160	800	176
50	784	176	800	192
50	784	192	800	208
50	784	208	800	224
50	784	224	800	240
50	784	240	800	256
50	784	256	800	272
50	784	272	800	288
50	784	288	800	304
50	784	304	800	320
50	784	320	800	336
50	784	336	800	352
50	784	352	800	368
50	784	368	800	384
50	784	384	800	400
50	784	400	800	416
50	784	416	800	432
50	784	432	800	448
50	784	448	800	464
50	784	464	800	480
50	784	480	800	496
50	784	496	800	512
50	784	512	800	528
50	784	528	800	544
50	784	544	800	560
50	784	576	800	592
50	224	0	240	16
50	224	112	240	128
50	224	32	240	48
50	224	48	240	64
50	224	64	240	80
50	224	80	240	96
50	224	96	240	112
50	224	128	240	144
50	224	208	240	224
50	224	144	240	160
50	224	160	240	176
50	224	176	240	192
50	224	192	240	208
50	224	224	240	240
50	224	240	240	256
50	224	272	240	288
50	224	256	240	272
50	224	288	240	304
50	224	320	240	336
50	224	304	240	320
50	224	336	240	352
50	224	416	240	432
50	224	352	240	368
50	224	368	240	384
50	224	384	240	400
50	224	400	240	416
50	224	432	240	448
50	224	528	240	544
50	224	448	240	464
50	224	464	240	480
50	224	480	240	496
50	224	496	240	512
50	224	512	240	528
50	224	544	240	560
50	224	560	240	576
50	176	560	192	576
50	192	560	208	576
50	224	16	240	32
50	192	544	208	560
50	208	528	224	544
50	160	32	176	48
50	192	32	208	48
50	0	96	16	112
50	32	64	48	80
50	176	48	192	64
50	192	64	208	80
50	96	0	112	16
50	144	16	160	32
50	176	16	192	32
50	208	48	224	64
50	16	48	32	64
50	48	16	64	32
50	160	0	176	16
50	208	544	224	560
50	208	544	224	560
50	784	560	800	576
50	240	528	256	544
50	240	544	256	560
50	256	544	272	560
50	256	560	272	576
50	368	0	384	16
50	384	0	400	16
50	400	0	416	16
50	416	0	432	16
205	0	512	16	528
205	0	528	16	544
205	0	544	16	560
205	0	560	16	576
200	400	560	416	576
200	368	560	384	576
202	384	576	400	592
202	416	576	432	592
203	400	576	416	592
203	368	576	384	592
201	384	560	400	576
201	416	560	432	576
50	352	560	368	576
300	144	512	160	528
50	432	560	448	576
50	592	560	608	576
50	608	560	624	576
50	560	16	576	32
50	608	16	624	32
50	640	16	656	32
50	704	16	720	32
50	736	16	752	32
50	560	32	576	48
50	592	32	608	48
50	624	32	640	48
50	720	32	736	48
50	752	32	768	48
50	560	48	576	64
50	576	48	592	64
50	608	48	624	64
50	736	48	752	64
50	768	48	784	64
50	592	64	608	80
50	560	64	576	80
50	752	64	768	80
50	512	560	528	576
50	560	544	576	560
50	576	544	592	560
50	528	544	544	560
50	528	560	544	576
50	560	560	576	576
50	592	544	608	560
50	560	528	576	544
50	560	80	576	96
50	560	144	576	160
50	560	96	576	112
50	560	112	576	128
50	560	128	576	144
50	560	160	576	176
50	560	224	576	240
50	560	176	576	192
50	560	192	576	208
50	560	208	576	224
50	560	240	576	256
50	560	352	576	368
50	560	256	576	272
50	560	272	576	288
50	560	288	576	304
50	560	304	576	320
50	560	320	576	336
50	560	336	576	352
50	560	368	576	384
50	560	496	576	512
50	560	384	576	400
50	560	400	576	416
50	560	416	576	432
50	560	432	576	448
50	560	448	576	464
50	560	464	576	480
50	560	480	576	496
50	560	512	576	528
50	544	528	560	544
50	576	528	592	544
250	640	544	656	560
250	640	544	656	560
252	640	560	656	576
50	16	80	32	96
50	208	80	224	96
50	576	80	592	96
50	768	80	784	96
50	544	544	560	560
50	336	560	352	576
50	448	560	464	576
50	32	32	48	48
50	80	16	96	32
50	64	32	80	48
50	48	48	64	64
50	576	16	592	32
50	768	16	784	32
50	208	16	224	32
50	16	16	32	32
50	16	16	32	32
50	160	560	176	576
50	272	560	288	576
50	288	560	304	576
50	496	560	512	576
50	624	560	640	576
